Edad simple;Comunidades y ciudades autónomas;Sexo;Periodo;Total
Todas las edades;17 Rioja, La;Total;1 de octubre de 2014;""
Todas las edades;17 Rioja, La;Total;1 de julio de 2014;314.747
Todas las edades;17 Rioja, La;Total;1 de abril de 2014;""
Todas las edades;17 Rioja, La;Total;1 de enero de 2014;315.736
Todas las edades;18 Ceuta;Total;1 de enero de 2025;83.567
Todas las edades;18 Ceuta;Total;1 de octubre de 2024;83.472
Todas las edades;18 Ceuta;Total;1 de julio de 2024;83.274
Todas las edades;18 Ceuta;Total;1 de abril de 2024;83.148
Todas las edades;18 Ceuta;Total;1 de enero de 2024;83.179
Todas las edades;18 Ceuta;Total;1 de octubre de 2023;83.084
Todas las edades;18 Ceuta;Total;1 de julio de 2023;82.935
Todas las edades;18 Ceuta;Total;1 de abril de 2023;82.925
Todas las edades;18 Ceuta;Total;1 de enero de 2023;83.052
Todas las edades;18 Ceuta;Total;1 de octubre de 2022;82.882
Todas las edades;18 Ceuta;Total;1 de julio de 2022;82.792
Todas las edades;18 Ceuta;Total;1 de abril de 2022;82.752
Todas las edades;18 Ceuta;Total;1 de enero de 2022;83.051
Todas las edades;18 Ceuta;Total;1 de octubre de 2021;82.913
Todas las edades;18 Ceuta;Total;1 de julio de 2021;83.111
Todas las edades;18 Ceuta;Total;1 de abril de 2021;83.626
Todas las edades;18 Ceuta;Total;1 de enero de 2021;84.071
Todas las edades;18 Ceuta;Total;1 de octubre de 2020;""
Todas las edades;18 Ceuta;Total;1 de julio de 2020;84.455
Todas las edades;18 Ceuta;Total;1 de abril de 2020;""
Todas las edades;18 Ceuta;Total;1 de enero de 2020;84.502
Todas las edades;18 Ceuta;Total;1 de octubre de 2019;""
Todas las edades;18 Ceuta;Total;1 de julio de 2019;84.794
Todas las edades;18 Ceuta;Total;1 de abril de 2019;""
Todas las edades;18 Ceuta;Total;1 de enero de 2019;85.087
Todas las edades;18 Ceuta;Total;1 de octubre de 2018;""
Todas las edades;18 Ceuta;Total;1 de julio de 2018;85.168
Todas las edades;18 Ceuta;Total;1 de abril de 2018;""
Todas las edades;18 Ceuta;Total;1 de enero de 2018;85.327
Todas las edades;18 Ceuta;Total;1 de octubre de 2017;""
Todas las edades;18 Ceuta;Total;1 de julio de 2017;85.071
Todas las edades;18 Ceuta;Total;1 de abril de 2017;""
Todas las edades;18 Ceuta;Total;1 de enero de 2017;85.005
Todas las edades;18 Ceuta;Total;1 de octubre de 2016;""
Todas las edades;18 Ceuta;Total;1 de julio de 2016;84.683
Todas las edades;18 Ceuta;Total;1 de abril de 2016;""
Todas las edades;18 Ceuta;Total;1 de enero de 2016;84.558
Todas las edades;18 Ceuta;Total;1 de octubre de 2015;""
Todas las edades;18 Ceuta;Total;1 de julio de 2015;84.389
Todas las edades;18 Ceuta;Total;1 de abril de 2015;""
Todas las edades;18 Ceuta;Total;1 de enero de 2015;84.561
Todas las edades;18 Ceuta;Total;1 de octubre de 2014;""
Todas las edades;18 Ceuta;Total;1 de julio de 2014;84.483
Todas las edades;18 Ceuta;Total;1 de abril de 2014;""
Todas las edades;18 Ceuta;Total;1 de enero de 2014;84.562
Todas las edades;19 Melilla;Total;1 de enero de 2025;87.067
Todas las edades;19 Melilla;Total;1 de octubre de 2024;86.641
Todas las edades;19 Melilla;Total;1 de julio de 2024;86.520
Todas las edades;19 Melilla;Total;1 de abril de 2024;86.294
Todas las edades;19 Melilla;Total;1 de enero de 2024;85.985
Todas las edades;19 Melilla;Total;1 de octubre de 2023;85.650
Todas las edades;19 Melilla;Total;1 de julio de 2023;85.483
Todas las edades;19 Melilla;Total;1 de abril de 2023;85.427
Todas las edades;19 Melilla;Total;1 de enero de 2023;85.493
Todas las edades;19 Melilla;Total;1 de octubre de 2022;85.272
Todas las edades;19 Melilla;Total;1 de julio de 2022;84.825
Todas las edades;19 Melilla;Total;1 de abril de 2022;84.615
Todas las edades;19 Melilla;Total;1 de enero de 2022;84.932
Todas las edades;19 Melilla;Total;1 de octubre de 2021;85.607
Todas las edades;19 Melilla;Total;1 de julio de 2021;85.763
Todas las edades;19 Melilla;Total;1 de abril de 2021;85.987
Todas las edades;19 Melilla;Total;1 de enero de 2021;86.450
Todas las edades;19 Melilla;Total;1 de octubre de 2020;""
Todas las edades;19 Melilla;Total;1 de julio de 2020;86.552
Todas las edades;19 Melilla;Total;1 de abril de 2020;""
Todas las edades;19 Melilla;Total;1 de enero de 2020;86.558
Todas las edades;19 Melilla;Total;1 de octubre de 2019;""
Todas las edades;19 Melilla;Total;1 de julio de 2019;86.324
Todas las edades;19 Melilla;Total;1 de abril de 2019;""
Todas las edades;19 Melilla;Total;1 de enero de 2019;86.373
Todas las edades;19 Melilla;Total;1 de octubre de 2018;""
Todas las edades;19 Melilla;Total;1 de julio de 2018;86.183
Todas las edades;19 Melilla;Total;1 de abril de 2018;""
Todas las edades;19 Melilla;Total;1 de enero de 2018;86.084
Todas las edades;19 Melilla;Total;1 de octubre de 2017;""
Todas las edades;19 Melilla;Total;1 de julio de 2017;86.011
Todas las edades;19 Melilla;Total;1 de abril de 2017;""
Todas las edades;19 Melilla;Total;1 de enero de 2017;85.918
Todas las edades;19 Melilla;Total;1 de octubre de 2016;""
Todas las edades;19 Melilla;Total;1 de julio de 2016;85.561
Todas las edades;19 Melilla;Total;1 de abril de 2016;""
Todas las edades;19 Melilla;Total;1 de enero de 2016;85.457
Todas las edades;19 Melilla;Total;1 de octubre de 2015;""
Todas las edades;19 Melilla;Total;1 de julio de 2015;85.278
Todas las edades;19 Melilla;Total;1 de abril de 2015;""
Todas las edades;19 Melilla;Total;1 de enero de 2015;85.009
Todas las edades;19 Melilla;Total;1 de octubre de 2014;""
Todas las edades;19 Melilla;Total;1 de julio de 2014;84.415
Todas las edades;19 Melilla;Total;1 de abril de 2014;""
Todas las edades;19 Melilla;Total;1 de enero de 2014;84.103
