bigrama,frecuencia
primero hijos,7
abascal bravo,7
españa habla,7
miles miles,7
miles millones,7
million views,7
millones extranjeros,7
the english,7
the kiss,7
the last,7
muchas familias,7
buen presidente,7
the year,7
grande franco,7
cuantas veces,7
chicas trans,7
salir españa,7
salir pais,7
saltar valla,7
clase política,7
dinero impuestos,7
pasa españoles,7
pasadas elecciones,7
inmigración masiva,7
esperanza españoles,7
esperanza mundo,7
vivir allí,7
colonia española,7
color rosa,7
pasaporte europeo,7
and love,7
and they,7
vivir familia,7
amor españa,7
excelente información,7
humanos merecen,7
después haber,7
destruir españa,7
país familia,7
viva méxico,7
viva vida,7
inmigración debe,7
pasando hambre,7
dicen españoles,7
dicen vox,7
saludos chile,7
saludos ecuador,7
españoles viven,7
jajaja jajajaja,7
parejas sexo,7
irish criminals,7
irse españa,7
viva españoles,7
espero dios,7
espero respuesta,7
inmigrante español,7
inmigrantes africanos,7
partida nacimiento,7
partido habla,7
difícil entender,7
inmigrantes papeles,7
sabias palabras,7
descendientes gallegos,7
dijo mujer,7
san mateo,7
ideas vox,7
identidad sexual,7
idioma cultura,7
idioma español,7
hora adoptar,7
europa unidos,7
excelente abascal,7
sabe hablar,7
comida ropa,7
castigo dios,7
castilla león,7
españoles país,7
visto video,7
aprender idioma,7
and also,7
vivo país,7
hombres hombres,7
país vivir,7
derecho vivir,7
respeto dios,7
respeto españoles,7
italia país,7
españoles nunca,7
españoles pasando,7
papeletas vox,7
pareja mujer,7
dinero países,7
chica guinea,7
santo domingo,7
say that,7
volver españa,7
países españa,7
reyes católicos,7
comentarios video,7
comunidad lgbtq,7
españoles dios,7
arriba abascal,7
asco comentarios,7
viendo comentarios,7
viendo video,7
vienen patera,7
paises origen,7
palabra coger,7
javier ortega,7
jehová dios,7
excelente cortometraje,7
familia españa,7
pedir nacionalidad,7
condicion humana,7
residencia legal,7
vox gran,7
final feliz,7
hizo mujer,7
dios juzga,7
dios juzgar,7
latino america,7
lean biblia,7
vida trabajando,7
video realmente,7
argentinos españa,7
españoles abascal,7
volver entrar,7
vox dios,7
alemania francia,7
dejar país,7
representa españa,7
real life,7
know that,7
lado charco,7
dios permita,7
pagamos españoles,7
dios homosexual,7
dios iso,7
extranjeros vienen,7
votar psoe,7
algún presidente,7
algún problema,7
alos españoles,7
dios vida,7
discurso santiago,7
dios españa,7
dios existe,7
dios guarde,7
over the,7
padre abuelo,7
leyendo comentarios,7
libertad expresion,7
verdades templos,7
lesbiana bisexual,7
español puedo,7
vida familia,7
vida muchas,7
hizo recordar,7
votos izquierda,7
pena españa,7
hijos menores,7
falta educación,7
falta españa,7
alguna ayuda,7
algún dia,7
vox elecciones,7
vox favor,7
vox gobierno,7
defender derechos,7
verdades cara,7
ley ley,7
casa trabajo,7
casi año,7
servicios públicos,7
dios santo,7
adulto mayor,7
after the,7
agarrar carrito,7
continente africano,7
continente americano,7
razón mundo,7
poder pagar,7
poder salir,7
vaya país,7
ayudas alquiler,7
like abascal,7
like the,7
señor papá,7
señor señor,7
español voto,7
really good,7
llegar país,7
españa siendo,7
señor vox,7
señora boliviana,7
señora ministra,7
señores mayores,7
operación éxito,7
españa vive,7
bandas latinas,7
ustedes hacen,7
vale costar,7
lindo querido,7
oportunidad vivir,7
siento orgulloso,7
contar historia,7
hermoso pais,7
forza italia,7
hermanos hispanos,7
fin habla,7
hagamos paz,7
hagan quieran,7
first time,7
planeta tierra,7
please make,7
quiero rusia,7
cordial saludo,7
población española,7
ojalá país,7
ojalá países,7
understand the,7
understand what,7
aún sigue,7
bella canción,7
bendiga españa,7
siento representado,7
siglo pasado,7
sigue adelante,7
españa situación,7
españa tambien,7
españa tierra,7
lola flores,7
looking forward,7
love spain,7
bendiga papa,7
dónde vienen,7
canción recuerda,7
canso video,7
pies cabeza,7
for all,7
for them,7
formación profesional,7
vox partidos,7
vox paso,7
vox podemos,7
vox psoe,7
hablo español,7
poder adoptar,7
poder llegar,7
podría haber,7
policía españa,7
pollo contiene,7
madrid españa,7
tres veces,7
baños unisex,7
políticos hacen,7
cristianos musulmanes,7
quieren venir,7
quiero estudiar,7
hablando mal,7
españa segunda,7
trabajo casa,7
trabajo vivienda,7
trabajos precarios,7
españa turista,7
españa unidos,7
madre madre,7
nunca jamás,7
nunca nunca,7
obra teatro,7
población inmigrante,7
cae cara,7
mandar dinero,7
manera ilegal,7
españa papeles,7
mal gusto,7
españa pueblo,7
nuevo españa,7
situación irregular,7
can someone,7
nueva españa,7
pollo homosexual,7
hacen españa,7
hacen voluntad,7
haciendo trabajo,7
fraud spain,7
habla viva,7
hablar español,7
fuerza españa,7
quieren españa,7
quieren llegar,7
quieren quitar,7
cotizado vida,7
gusto oír,7
malo malo,7
mama papa,7
encantó video,7
niño padres,7
niño pareja,7
spain the,7
speak spanish,7
but you,7
bye bye,7
tantos inmigrantes,7
necesito ayuda,7
english subtitles,7
entiendo porqué,7
entraran reino,7
equipo vox,7
encanta corto,7
españa mejores,7
españa merece,7
españa mucha,7
españa podemos,7
españa presidente,7
españa problema,7
españa inmigrantes,7
totalmente falso,7
bendiga proteja,7
todavía queda,7
gustos diferentes,7
francia italia,7
galicia españa,7
gana vox,7
gusta sexo,7
quieren cambiar,7
post guerra,7
presente futuro,7
presidente arriba,7
dar vida,7
debemos vivir,7
quiere dar,7
media hora,7
medias tintas,7
sueldos bajos,7
vox única,7
voy país,7
voy rusia,7
gustaria vivir,7
abuso poder,7
aca argentina,7
buscando trabajo,7
buscarse vida,7
naturaleza humana,7
they make,7
think that,7
this made,7
this movie,7
this not,7
medios comunicacion,7
this song,7
mujer hijos,7
mundo debería,7
españa favor,7
españa gracia,7
mexico usa,7
that one,7
that would,7
the accent,7
the cutest,7
terapias conversión,7
tercera edad,7
territorio nacional,7
quiere quitar,7
quiere seguir,7
french accent,7
vox votos,7
cuba corea,7
puta madre,7
quedarse país,7
david villa,7
presidente país,7
primer ministro,7
primera fila,7
primera vida,7
ganas vivir,7
what are,7
migrar españa,7
mil bendiciones,7
mundo españa,7
mundo libre,7
mundo mundo,7
españa debería,7
mucha risa,7
buena educación,7
the next,7
puedo llegar,7
puedo sacar,7
gran bretaña,7
get the,7
gracias amigo,7
gracias informacion,7
puertas abiertas,7
cultura costumbres,7
españa guerra,7
cruzar frontera,7
cuanta ignorancia,7
problemas internos,7
propia casa,7
and more,7
imperio español,7
inmensa mayoría,7
iglesia cristiana,7
paz guerra,7
comentarios racistas,7
salir casa,7
sabia daniel,7
the phone,7
the real,7
brought here,7
buen discurso,7
miss them,7
españa dicen,7
españa cultura,7
mucha falta,7
you don,6
único quieren,6
abascal adelante,6
abascal contigo,6
yotambiensoyvoxespañola zaragoza,6
xunta galicia,6
would love,6
abuelo nació,6
gracias padre,6
you can,6
abascal pensamos,6
god bless,6
único habla,6
gracias canal,6
gracias defender,6
dan oportunidad,6
psoe vox,6
pude despedirme,6
pueblos españa,6
pueda dar,6
puedo asegurar,6
cubana ciudadanía,6
cuidar niño,6
puedo trabajar,6
puedo viajar,6
puerta abierta,6
ganas votar,6
acta nacimiento,6
what you,6
minuto silencio,6
mira españa,6
misma historia,6
misma mierda,6
buenas costumbres,6
buenos actores,6
the jokes,6
the long,6
the music,6
muchas oportunidades,6
muchas razones,6
muero amor,6
buena cancion,6
buena españa,6
the one,6
mismas condiciones,6
mundo gracias,6
mundo hoy,6
mundo lleno,6
mujer abominación,6
mujer hermosa,6
mujer hijo,6
mujer llama,6
mujer madre,6
mujeres mujeres,6
mundo debe,6
buena vibra,6
buena vida,6
buenas actuaciones,6
españa existe,6
miles inmigrantes,6
millones españa,6
buen rollo,6
the subtitles,6
the time,6
them the,6
these people,6
miedo vox,6
mientras españa,6
migración ilegal,6
musulmanes francia,6
méxico españa,6
méxico unidos,6
méxico viva,6
música fondo,6
nacer homosexual,6
nacido país,6
nacionalidad abuelo,6
españa madrid,6
españa mala,6
menores españoles,6
mentalidad cerrada,6
merece respeto,6
meses después,6
meses españa,6
escuchar santiago,6
that not,6
the acting,6
the actors,6
buena película,6
musica fondo,6
buen documental,6
buen mensaje,6
buen país,6
ningun partido,6
ninguna duda,6
tasa paro,6
buscarte vida,6
busco trabajo,6
naciones unidas,6
nayib bukele,6
miedo españa,6
they got,6
this cute,6
bonita historia,6
bonita letra,6
memoria democratica,6
españa francia,6
españa futuro,6
españa libertad,6
españa inmigración,6
bravo presidente,6
this series,6
this show,6
thought was,6
mayoría casos,6
medio comunicación,6
encantado corto,6
cambiar españa,6
camino llegar,6
subir impuestos,6
super buena,6
tantos comentarios,6
necesita país,6
necesitamos vox,6
necesitan ayuda,6
niño derecho,6
niño madre,6
niño niña,6
educación pública,6
spanish but,6
speak english,6
bélgica francia,6
entran ilegalmente,6
encanta chica,6
españa misma,6
españa poder,6
españa políticos,6
materna paterna,6
matrimonio mujer,6
mayores abiertos,6
mena fred,6
totalmente diferente,6
trabajan negro,6
trabajando negro,6
trabajar allá,6
biblia libro,6
bienvenidos eden,6
españa seria,6
mala imagen,6
elecciones generales,6
emigrar país,6
empezar nuevo,6
enamore blanca,6
noches viva,6
normalidad existe,6
not for,6
ending was,6
españa peligro,6
mal país,6
españa querida,6
españa quiere,6
españa ruina,6
españa saben,6
nunca dijo,6
doy like,6
canal youtube,6
canción llega,6
sino dios,6
situación españa,6
socialista comunista,6
sol sol,6
tolerancia respeto,6
total libertad,6
love them,6
lugar españa,6
carnet conducir,6
siesta time,6
siga siendo,6
sigo entender,6
simplemente común,6
campaña electoral,6
not spanish,6
nueva ley,6
españa sera,6
blanca crush,6
madre españa,6
madre niño,6
mandamientos dios,6
españa pasa,6
llevar españa,6
llevo casi,6
llevo viviendo,6
ojalá vox,6
ojos azules,6
diversidad sexual,6
economía española,6
nunca habia,6
nunca voy,6
obra arte,6
tres cuatro,6
tres millones,6
bandera española,6
bandera lgtbi,6
barcelona and,6
bella historia,6
oportunidad trabajar,6
dios pueda,6
dios quiero,6
cantan tigres,6
carlos soroa,6
tío grande,6
unas veces,6
unido españa,6
año año,6
año españa,6
año medio,6
aún esperanza,6
llegado españa,6
lleva españa,6
lugar nacimiento,6
españa tio,6
lima perú,6
linda cancion,6
orientacion sexual,6
origen español,6
señor pollo,6
siendo hora,6
dormir tranquilo,6
olé santiago,6
españa viene,6
españa visto,6
back the,6
banco españa,6
valla melilla,6
español vox,6
española abuelos,6
llamado españa,6
ayudas inmigrantes,6
venga trabajar,6
venir europa,6
venir país,6
verdadero problema,6
ley extranjería,6
padre murió,6
dios mundo,6
sexo opuesto,6
señor don,6
discurso vox,6
orgullo español,6
llamar sergio,6
valores morales,6
ayuda social,6
ayudar españoles,6
padres españoles,6
padres hijos,6
pagar alquiler,6
other countries,6
out the,6
out there,6
paciencia policía,6
leyes normas,6
libertad democracia,6
vete país,6
asi debe,6
asi pais,6
asi tambien,6
lengua cultura,6
lenguaje señas,6
español orgulloso,6
españoles arriba,6
asistente social,6
vida feliz,6
vida humana,6
vida padre,6
españoles hacen,6
paises europa,6
paises mundo,6
seguir luchando,6
seguir viendo,6
segunda favor,6
segunda república,6
segundo lugar,6
carta invitacion,6
casa ajena,6
dios pude,6
vine españa,6
paises ricos,6
dios castiga,6
dios delito,6
dios homosexualidad,6
dios libre,6
pagas vitalicias,6
lea biblia,6
legal españa,6
legales ilegales,6
lejos familia,6
vida triste,6
argentina uruguay,6
argentinos doble,6
española italiana,6
española quiero,6
jesús cristo,6
islam religión,6
izquierda extrema,6
papá debe,6
papá dios,6
papá llama,6
par huevos,6
dinero país,6
cesar vidal,6
chica gusta,6
sarta mentiras,6
say this,6
jordi évole,6
juan gabriel,6
españoles emigrado,6
viendo vídeo,6
viva galicia,6
viva generalísimo,6
difícil encontrar,6
diga contrario,6
ciudad méxico,6
salvó españa,6
dios dio,6
españoles pie,6
españoles podemos,6
violencia machista,6
visa trabajo,6
visto clip,6
visto corto,6
aquellos tiempos,6
aqui pais,6
jamás visto,6
antigua grecia,6
apellidos españoles,6
aplicar programa,6
apoco daniel,6
viva mexico,6
pasan mal,6
dicen verdades,6
saludos puerto,6
chico gay,6
chicos chicas,6
ciego quiere,6
españoles votemos,6
intereses españoles,6
arabia saudi,6
viva don,6
viva francisco,6
estan haciendo,6
estan pasando,6
paso año,6
salarios bajos,6
salud mental,6
inmigrante españa,6
esperanza vida,6
esperanza vox,6
espero deseo,6
vive vida,6
viviendas sociales,6
vivir alli,6
vivir ayudas,6
inmigrantes países,6
inmigrantes quieren,6
españoles trabajar,6
dia hoy,6
sacar adelante,6
sacar dinero,6
cojones abascal,6
colectivo lgbt,6
colectivo lgtb,6
colombianos venezolanos,6
dictadura franco,6
did you,6
and can,6
estupidez humana,6
imigracion ilegal,6
importa mierda,6
igualdad respeto,6
ilegales españa,6
esposo hijo,6
comunidad gay,6
rusia gran,6
rusia potencia,6
sabe quiere,6
saben hablar,6
país españoles,6
país europeo,6
despedirme madre,6
estudios universitarios,6
and never,6
and now,6
and still,6
vivir dignamente,6
vivir lugar,6
vivir pais,6
vivir pueblos,6
hombres españoles,6
compartimos marruecos,6
país venezuela,6
país viva,6
derecho humano,6
país extranjero,6
país fácil,6
país pasa,6
país quiere,6
ideologia genero,6
idioma castellano,6
idioma italiano,6
how they,6
hoy nunca,6
hoy vox,6
europa europa,6
votan vox,6
hola llama,6
descendiente gallego,6
países países,6
países árabes,6
demás políticos,6
demás vida,6
respeto tolerancia,6
rey españa,6
comentarios vídeo,6
compa alex,6
amor patria,6
vivo barcelona,6
vivo italia,6
volta ancora,6
ambas partes,6
all over,6
familia amigos,6
pecado homosexual,6
pecado homosexualidad,6
pecado mortal,6
pecado punto,6
residencia lucrativa,6
resolver problema,6
respetan leyes,6
respetar leyes,6
derechos trabajadores,6
homosexuales lesbianas,6
ambos lados,6
ambos sexos,6
volveré votar,6
vota psoe,6
vox coño,6
vox derecha,6
aire fresco,6
algun problema,6
pensé iba,6
delitos españoles,6
religión católica,6
comunismo socialismo,6
común españa,6
derecha vox,6
derechita cobarde,6
existe derecho,6
expects the,6
extranjeros españoles,6
voto familia,6
voto viva,6
recuperar humanidad,6
recursos económicos,6
película serie,6
penelope cruz,6
pensamos mayoría,6
hijo español,6
hijos mujer,6
vox duda,6
vox duele,6
vox futuro,6
vox ganar,6
historia real,6
hola amigo,6
hola favor,6
hola gustaria,6
vox acaba,6
defender cultura,6
defender fronteras,6
defensa españa,6
delitos odio,6
delitos pecados,6
people spain,6
people who,6
pese pese,6
consulado españa,6
hermosa historia,6
hermoso pueblo,6
hija españoles,6
familia not,6
familias españolas,6
favor gracias,6
vox malo,6
poder estudiar,6
quisiera irme,6
racismo común,6
racista xenófobo,6
razón abascal,6
condiciones vida,6
conocimiento causa,6
pienso españa,6
hará hombres,6
have ever,6
hermanos hispanoamericanos,6
hermanos mexicanos,6
feliz vida,6
final video,6
finales felices,6
find the,6
habla santiago,6
habla vox,6
pollo pollo,6
políticos dicen,6
políticos vox,6
quiero emigrar,6
quiero país,6
corto saludos,6
dejan dormir,6
for president,6
agarrar coger,6
vox peligro,6
vox poder,6
vox programa,6
vox próximas,6
hablar ingles,6
acuerdo alcalde,6
acuerdo homosexualidad,6
acuerdo muchas,6
debería saber,6
quieren dar,6
quieren hijos,6
quieren inmigrantes,6
policía española,6
policía pide,6
hacen creer,6
hacen mal,6
hacia españoles,6
hacía falta,6
franco malo,6
franco salvó,6
habla mal,6
fran ais,6
galicia abuelo,6
gusta chica,6
gusta hombres,6
preocupa españa,6
dar prioridad,6
darles comer,6
pone roja,6
poner españa,6
ponerme contacto,6
debemos permitir,6
debería mundo,6
hablan idioma,6
vox representa,6
actuación policía,6
actualmente españa,6
debe importar,6
presidente único,6
primera segunda,6
primera ves,6
queremos vivir,6
questa canzone,6
quiere adoptar,6
fronteras abiertas,6
fronteras mundo,6
voz españa,6
voz pueblo,6
was cute,6
gay bisexual,6
gay sabía,6
gustaría emigrar,6
gusto video,6
was pretty,6
was very,6
abuso autoridad,6
acento español,6
acepta pecado,6
gobierno vox,6
grande don,6
grande francisco,6
ganas saber,6
dar cara,6
dar comer,6
cuanto dinero,6
puse llorar,6
puta mierda,6
puta vergüenza,6
queremos inmigrantes,6
whats the,6
abiertos jóvenes,6
about spain,6
about this,6
abrazo fuerte,6
abuela madre,6
gracias videos,6
gran abrazo,6
dar gracias,6
programa vox,6
cute and,6
problema país,6
problema problema,6
dan problemas,6
dando ayudas,6
grande putin,6
éste señor,6
you think,6
zaragoza aragón,6
cultura valores,6
puedo dar,6
puedo encontrar,6
puedo hablar,6
dan mucha,6
gran canaria,6
gran ciudad,6
generación cristal,6
general franco,6
gobernar país,6
gobierne vox,6
gracias antemano,6
gracias buen,6
mitad italianos,6
españa después,6
españa difícil,6
españa bravo,6
españa casi,6
españa ceuta,6
españa ciudadanos,6
españa coger,6
españa compartimos,6
more than,6
most the,6
mucha gracia,6
mucha suerte,6
abascal futuro,6
abascal hablas,6
ánimo santiago,6
útil vox,5
abascal for,5
época franquista,5
éste video,5
abascal partido,5
abascal sabe,5
abascal señor,5
abascal sigue,5
abascal visto,5
you call,5
gracias abogado,5
got the,5
good job,5
gloria dios,5
generalísimo francisco,5
gran mentira,5
gran mensaje,5
gran líder,5
where the,5
when the,5
when said,5
what great,5
acoger inmigrantes,5
ganas vomitar,5
grande alcalde,5
gran sabiduría,5
problema inmigrantes,5
principios valores,5
primo rivera,5
dan inmigrantes,5
dan españa,5
dan dinero,5
dan arcadas,5
dale like,5
cuánta razón,5
cuál nombre,5
propaganda homosexual,5
problemas reales,5
cuanta razon,5
cuales requisitos,5
cristo ama,5
pura dura,5
quiera vida,5
querer cambiar,5
primero dios,5
primera vista,5
primer año,5
presidente necesitamos,5
debe hablar,5
das pena,5
quedado ganas,5
queda españa,5
puro duro,5
cuantos inmigrantes,5
dar dni,5
dan risa,5
dan papeles,5
problema viene,5
debe juzgar,5
poner sitio,5
poner orden,5
darles trabajo,5
dar paso,5
dar oportunidad,5
dar opinión,5
dar nacionalidad,5
presidencia gobierno,5
prefiero versión,5
decimos agarrar,5
quieren ayudar,5
quiere venir,5
quiere salir,5
quiere oir,5
quiere hablar,5
política españa,5
politicos corruptos,5
policia nacional,5
poder votar,5
cristiana dios,5
creer contrario,5
crear empleo,5
costa impuestos,5
costa españoles,5
quieren respeto,5
quieren entender,5
debo presentar,5
deberían existir,5
debería prohibido,5
debe saber,5
debe llamarse,5
poder viajar,5
poder regresar,5
poder pueblo,5
pocos españoles,5
poca verguenza,5
dejando españa,5
deja desear,5
corto plazo,5
corto metraje,5
corto hizo,5
corto buen,5
corrupción política,5
contratos trabajo,5
quiero conocer,5
quieres estudiar,5
políticamente correctos,5
demasiado grande,5
defiende patria,5
defender patria,5
defender intereses,5
defender españoles,5
placer escuchar,5
pido perdón,5
conseguir votos,5
congreso viva,5
confiesa gay,5
razón españa,5
raza nacionalidad,5
quién quiere,5
quién paga,5
quisiera trabajar,5
coruña galicia,5
dejen paz,5
dejar pasar,5
dejar familia,5
pensar diferente,5
pena dais,5
recursos naturales,5
razón vox,5
construir muro,5
pido favor,5
pesar vivimos,5
permitir entrada,5
perdón dios,5
perdido norte,5
peor peor,5
peor delito,5
people out,5
pedro sanches,5
pecador aborrece,5
pecado tire,5
pecado muerte,5
pecado grave,5
pecado dijo,5
derecho ajeno,5
condena homosexualidad,5
comunismo españa,5
comunidades autónomas,5
renovar tarjeta,5
religión musulmana,5
relaciones homosexuales,5
regreso país,5
refugiados musulmanes,5
delitos inmigrantes,5
respeto respeten,5
dentro país,5
den ayudas,5
demasiado pollo,5
pecado condición,5
países latinoamericanos,5
países dónde,5
descendiente españoles,5
descansa paz,5
respeto homosexuales,5
respeto educación,5
respeto derecho,5
respeto debe,5
respeto admiración,5
residencia arraigo,5
condiciones dignas,5
dicen biblia,5
dias españa,5
derechos niño,5
derechos libertades,5
derechos demás,5
derecho niños,5
país tercermundista,5
país sino,5
país serio,5
país respetar,5
país quiero,5
cometen delitos,5
rocio monasterio,5
risa final,5
right now,5
resto países,5
descendiente gallegos,5
país debería,5
país ciudadanos,5
país argentina,5
país acoje,5
país acoge,5
sabe año,5
ruina españa,5
comunidad autónoma,5
país primero,5
país perú,5
país natal,5
país mucha,5
país lleno,5
país inmigrantes,5
país gracias,5
pasar hambre,5
pasar españa,5
pasar encima,5
diferencia españoles,5
didn know,5
dictadura franquista,5
dictadura comunista,5
comentarios homofobicos,5
comentarios estan,5
comen jamón,5
colombianos peruanos,5
cojones grandes,5
salario mínimo,5
sahara español,5
deuda pública,5
después dicen,5
dicen homosexualidad,5
dicen contrario,5
pasa país,5
pasa pasa,5
pasa hoy,5
partidos vox,5
dinero dan,5
cobran ayudas,5
cobran ayuda,5
ciudadanía italiana,5
ciudadanos país,5
saludo viva,5
salieron lagrimas,5
sale vox,5
país abierto,5
paso paso,5
sanidad gratis,5
sani ladan,5
dijo pecado,5
diferentes países,5
diferentes formas,5
partido común,5
partes mundo,5
paro españa,5
dios adán,5
cierre fronteras,5
chico sordo,5
salvo españa,5
salvar mundo,5
salvación españa,5
saludos uruguay,5
saludos hermanos,5
centros menores,5
cataluña país,5
dio vida,5
dinero publico,5
dinero poder,5
parejas hetero,5
pareja homosexuales,5
par cojones,5
dios dió,5
cataluña españa,5
casi millones,5
santi viva,5
santi presidente,5
santa paciencia,5
santa inquisición,5
sanidad gratuita,5
pagarnos pensiones,5
pagar piso,5
dios debemos,5
dios debe,5
dios creacion,5
papa sabe,5
papa dios,5
papa dijo,5
papa debe,5
palma pido,5
seguir dando,5
seguir asi,5
seguimos esperando,5
see that,5
say yes,5
santiago compostela,5
paciencia policia,5
pablo casado,5
oírle hablar,5
dios habla,5
paga impuestos,5
padre quiere,5
cartillas racionamiento,5
cartilla racionamiento,5
carrito jajajaja,5
seguirá siendo,5
seguir votando,5
seguir viviendo,5
seguir viva,5
pago estudios,5
pagarte estudios,5
pagarse estudios,5
orgullo hetero,5
discurso completo,5
dios único,5
dios viva,5
serie completa,5
sentirse orgulloso,5
sentimiento patriótico,5
segundo plano,5
casa padres,5
casa mantienes,5
casa madre,5
casa españa,5
casa comida,5
dios oportunidad,5
dios mientras,5
padre español,5
oportunidad españa,5
opinión pública,5
one your,5
one for,5
one day,5
one about,5
omg this,5
siendo español,5
señora dijo,5
señor único,5
señor razón,5
señor policía,5
ortega lara,5
orgullosos ustedes,5
orgulloso ello,5
orgullo heterosexual,5
dónde sacas,5
dont understand,5
don juan,5
does not,5
does anyone,5
ojalá méxico,5
ojalá gane,5
ojalá asi,5
cantidad comentarios,5
canso clip,5
canción verano,5
canción tigres,5
canción saludos,5
siento español,5
siendo país,5
dios puedo,5
días contados,5
duro vivir,5
dura vida,5
nunca entenderé,5
nunca cansaré,5
nuevo mundo,5
can say,5
can get,5
can confirm,5
camisa negra,5
off the,5
ofertas trabajo,5
obtener residencia,5
nunca vida,5
nunca pensé,5
nunca ido,5
niño niño,5
encuentra dios,5
encima quieren,5
normal españa,5
nombres españoles,5
nombre señor,5
niños padres,5
enamoré blanca,5
elecciones voto,5
ejército español,5
solicitar visa,5
social país,5
canción llorar,5
canción final,5
canción bonita,5
días puedo,5
ninguna obligación,5
erario público,5
entrevista santiago,5
entrar ilegalmente,5
caen mal,5
caballo troya,5
spanish people,5
spain for,5
someone who,5
solvencia económica,5
solucionar problema,5
educación gratis,5
educación especial,5
niños mundo,5
niños inocentes,5
niños hoy,5
enhorabuena vídeo,5
ninguna guerra,5
nieta español,5
necesito saber,5
españa brasil,5
tantos países,5
tanta mierda,5
superioridad moral,5
suelta verdades,5
start the,5
camino jesús,5
camino correcto,5
encantaría irme,5
encanta señor,5
ningún lugar,5
ninguna religión,5
españa amo,5
españa acá,5
escuchar vox,5
escuchar verdades,5
escuchado vida,5
naturaleza dios,5
nación españa,5
buscando vida,5
busca vida,5
buenos tiempos,5
temporada joana,5
temor dios,5
tatuaje brazo,5
tatarabuelo español,5
tarjeta residencia,5
entender mensaje,5
mundo mal,5
mundo dios,5
mundo derecho,5
méxico querido,5
méxico país,5
musulmanes países,5
musulmanes cristianos,5
muros altos,5
buena suerte,5
buena rola,5
the answer,5
that this,5
that they,5
but they,5
busquen trabajo,5
españa amor,5
españa falta,5
españa cuanto,5
españa coño,5
españa chile,5
españa carajo,5
buena calidad,5
the movie,5
mujeres trans,5
mujeres lesbianas,5
mujer nunca,5
muito bom,5
españa decimos,5
muro termina,5
muro hormigón,5
mundo seria,5
mundo quiere,5
modo vida,5
misma religión,5
misma razón,5
misma pregunta,5
the sagrada,5
the reactions,5
the point,5
buena oportunidad,5
buena imagen,5
buena historia,5
mucha viene,5
mucha discriminación,5
much better,5
motos paleto,5
montserrat caballé,5
monserrat caballé,5
españa fuerza,5
españa frontera,5
españa final,5
mientras españoles,5
they did,5
them much,5
them and,5
the wall,5
the title,5
buen futuro,5
mira españoles,5
miles votos,5
españa gusta,5
españa española,5
españa días,5
españa defiende,5
españa incluso,5
españa haga,5
españa hacen,5
melilla ceuta,5
medio millón,5
españa pagan,5
bonito cortometraje,5
this but,5
think this,5
thing ever,5
they don,5
mexico lindo,5
mexicano españa,5
meu deus,5
mentira hijos,5
españa general,5
españa miedo,5
media jornada,5
mayoría veces,5
mayoría población,5
tocó vivir,5
tiro culata,5
tire primera,5
time for,5
tiempos pasados,5
this world,5
bravo polonia,5
bravo polacos,5
bonito video,5
españa junto,5
españa jamás,5
españa jaja,5
mal llamados,5
españa plus,5
españa partido,5
españa paraíso,5
mano delante,5
manda cojones,5
biblia biblia,5
trabajar aportar,5
trabajando duro,5
totalmente injusto,5
top manta,5
mayores mente,5
mayores mentalidad,5
mayores abiertas,5
many times,5
many more,5
madre hermanos,5
españa vayan,5
españa ustedes,5
españa tío,5
tratado mal,5
traidores españa,5
trae problemas,5
trabajo muchas,5
trabajar país,5
blanca andrea,5
bisabuelos españoles,5
bisabuela española,5
españa pueda,5
mal peor,5
mal pensada,5
mal nunca,5
españa tantos,5
españa siento,5
madre dar,5
lugar público,5
lugar origen,5
loved this,5
love with,5
beautiful and,5
batalla cultural,5
banderas españolas,5
bandera lgbt,5
mal existe,5
madrid ciudad,5
madrid capital,5
madre russia,5
madre pario,5
lleva pasando,5
llena orgullo,5
llegue españa,5
llegaron méxico,5
llegan fin,5
año vive,5
año viene,5
año después,5
unidos méxico,5
love from,5
long time,5
lohanthony brought,5
llorar canción,5
llevo meses,5
español abuelo,5
españa vota,5
llama música,5
llama cancion,5
little bit,5
literal nacimiento,5
española gustaría,5
valle caídos,5
valiosos pesar,5
valga pena,5
ustedes ustedes,5
ustedes saben,5
ustedes importantes,5
usted razón,5
unión mujer,5
aún siguen,5
españa vienen,5
españa vida,5
español familia,5
español amo,5
like you,5
like see,5
like quieres,5
ayudar países,5
ayudar españa,5
ayuda vivienda,5
ayuda hijo,5
ayuda dios,5
vaya pais,5
vaya manera,5
vas casa,5
llega sueldo,5
llega país,5
llamar pikachu,5
libre pensar,5
leyes dios,5
ley violencia,5
ley trans,5
españoles despierten,5
españoles derecho,5
españoles casa,5
verdadera historia,5
vengan inmigrantes,5
venezuela quiero,5
veces gracias,5
vayan vivir,5
ayudas primero,5
ayudas gobierno,5
español quiere,5
español origen,5
española vox,5
española padres,5
española origen,5
española mundo,5
ley democrática,5
levanta muro,5
lesbianas gays,5
asi simple,5
asi deberia,5
vida derecho,5
vete peques,5
vete pais,5
versión italiana,5
vergüenza partido,5
libres felices,5
libre viva,5
vida paz,5
leen biblia,5
largo plazo,5
know why,5
españoles iguales,5
vida libertad,5
vida inmigrantes,5
vida inmigrante,5
vida hoy,5
vida hijos,5
vida gana,5
vida dinero,5
asuntos sociales,5
asi vida,5
españoles ayudas,5
españoles argentina,5
arriba santiago,5
arraigo formación,5
españoles gran,5
españoles estan,5
españoles español,5
