tema,sentimiento,title,texto,bertopic_nombre
LGTBI,Negativo,Exigen la retirada de un juego 'online' de asesinar a homosexuales,"El Front d'Alliberament Gai de Catalunya (FAGC) y L'Observatori Contra L'Homofòbia (OCH) han exigido este viernes la retirada de un juego 'online' que consiste en matar a personas homosexuales, han informado en un comunicado.
En las indicaciones del juego aparece literalmente el texto 'En este juego debes matar a los gays que están ocultos y querrán salir a violarte. Cuidado', lo que la FAGC considera ""totalmente intolerable y delictivo"".
Según la entidad, esta frase llama abiertamente a un ""delito de odio y discriminación por razón de orientación sexual"", y ha remarcado que no toleran esta violencia extrema.
""Este juego es absolutamente repugnante e indecente. Es necesario exigir responsabilidades a los responsables de la edición del juego"", ha afirmado el portavoz de sendas asociaciones, Eugeni Rodríguez.
Por ello, ha trasladado la queja a la Generalitat, los Mossos d'Esquadra, la Fiscalía y el Síndic de Greuges, que ya están trabajando para clausurar el sitio web, según Rodríguez.",78_gay games_games_gay_juegos
LGTBI,Negativo,Piden la retirada de un juego online que anima a matar gais,"ABC
El Observatorio Contra la Homofobia (OCH) y el Frente de Liberación Gay de Cataluña (FAGC) pidieron ayer la «retirada inmediata» de un juego en internet que consiste en «matar» a personas homosexuales, lo que tildaron de «repugnante e indecente». El juego, que anoche seguía disponible en un portal en la red, anima literalmente «a matar a los gay que están ocultos y querrán salir a violarte».
En las indicaciones «Juego de matar gay», de la página «Juegos Flasher», aparece literalmente el texto «En este juego debes matar a los gays que están ocultos y querrán salir a violarte. Cuidado», lo que la FAGC considera «totalmente intolerable y delictivo».
Según la entidad, esta frase llama abiertamente a un «delito de odio y discriminación por razón de orientación sexual», y ha remarcado que no toleran esta violencia extrema.",78_gay games_games_gay_juegos
LGTBI,Negativo,Piden la retirada de un juego que anima a matar gais,"El Observatorio Contra la Homofobia (OCH) y el Frente de Liberación Gay de Cataluńa (FAGC) pidieron ayer la «retirada inmediata» de un juego en internet que consiste en «matar» a personas homosexuales, lo que tildaron de «repugnante e indecente». El juego, que anoche seguía disponible en un portal en la red, anima literalmente «a matar a los gay que están ocultos...
Suscribete para leer la noticia completa:",78_gay games_games_gay_juegos
LGTBI,Negativo,Flórida se abre para o casamento gay,"Catherina Pareto e Karla Arguello foram o primeiro casal de mulheres a contrair matrimônio na Justiça de Miami, pouco depois de ter sido oficialmente eliminada a proibição da união de casais do mesmo sexo no Estado da Flórida. ""Trouxeram alianças?"", perguntou a juíza Sarah Zabel, depois de as noivas expressarem seus votos. ""Nós as usamos há 15 anos"", respondeu Arguello, rodeada de parentes, amigos, câmeras de televisão e outros três casais que aguardavam havia décadas pelo direito de casar. Com essa cerimônia, a Flórida se tornou o Estado número 36 do país a reconhecer a união legal entre casais do mesmo sexo.
""Finalmente a Flórida se une ao grande número de Estados que nos reconhece como uma família com todos os direitos, como casal, com a mesma proteção e identidade legal que outro casal teria. Esperamos demais, até que se fez justiça"", disse Arguello à saída da corte, de mãos dadas com sua mulher, Carla. O casamento entre pessoas do mesmo sexo tinha sido expressamente proibido na Flórida com base em uma emenda à Constituição aprovada em 2008 por 62% dos eleitores do Estado. Em agosto de 2014, o juiz federal do distrito, Robert Hinkle, estabeleceu que semelhante norma era inconstitucional, mas a sentença foi então submetida a um longo processo de apelações que culminou na segunda-feira à meia-noite com o levantamento oficial da proibição.
Doze horas antes de se cumprir o prazo previsto, ao meio dia da segunda-feira começaram a ser celebradas as primeiras bodas no condado de Miami-Dade, onde seis casais tinham reivindicado seu direito de obter licenças de casamento. Depois, a partir da meia-noite seguiram-se dezenas de cerimônias individuais e em massa nos condados vizinhos de Broward (Fort Lauderdale), Palm Beach e Monroe (Keys da Florida). Em contrapartida, os condados mais conservadores do norte do Estado e da baía de Tampa suspenderam nesta terça-feira a emissão de licenças de casamento para não se verem obrigados a casar pessoas do mesmo sexo.
O casamento homossexual é reconhecido pelo Governo Federal dos Estados Unidos desde 26 de junho de 2013, depois de o Supremo Tribunal declarar a inconstitucionalidade da Lei de Defesa do Casamento (Defense of Marriage Act, conhecida como lei DOMA, na sigla em inglês), promulgada em 1996 por Bill Clinton, que definia o matrimônio como a união legal entre um homem e uma mulher. No entanto, essas uniões só são reconhecidas em Washington DC e nos 36 Estados onde foram expressamente legalizadas.
A legalização do casamento entre pessoas do mesmo sexo foi recebida com grande entusiasmo pelas instituições e empresas que promovem o turismo na Flórida, e que buscam atrair a estas costas mais gays, lésbicas e transgêneros com interesse em se casar. ""Uma das coisas que desejamos que nossos amigos da comunidade LGBT de todo o país saibam é que obtivemos finalmente a oportunidade pela qual trabalhamos e lutamos, que é permitir que se casem em um dos lugares favoritos para ir de férias"", disse ao diário Miami Herald o presidente do Escritório de Convenções e Visitantes da Grande Fort Lauderdale, Nicki Grossman, que espera celebrar até 100 casamentos gays por mês. Enquanto isso, o condado Miami-Dade convocou os casais do mesmo sexo de todo o país a participar de um concurso de ""histórias de amor"", que será premiado com a estadia de uma semana em Miami Beach, com todas as despesas pagas.",21_matrimonio_supremo_florida_tribunal
LGTBI,Negativo,Uber suspende a un conductor por echar a una pareja gay del coche,"abc.es
La plataforma de transporte alternativo Uber, que recientemente ha anunciado la suspensión temporal de su servicio en España, ha vuelto a verse envuelta en otra polémica. Uno de los conductores del servicio en Londres expulsó del coche a una pareja de gays la pasada Nochevieja, según publica ITV News.
Corey Watts y Jordan Sloan viajaban en uno de los vehículos de Uber cuando, apenas uno o dos minutos después de comenzar la carrera, el conductor les pidió que abandonaran el coche. «Nos estábamos besando y abrazános uno al lado del otro, cuando uno o dos minutos después de que nos recogiera el conductor se detuvo y nos dijo que saliéramos», indicó Sloan a ITV News. Además, asegura que cuando preguntó al hombre el porqué de su expulsión del vehículo, éste le aseguró: «Yo llevo a gays, pero normalmente no hacen esto».
El conductor ha sido suspendido por Uber mientras se investigan los hechos, que Watts denunció en Twitter.
El joven de 23 años ha asegurado que acusó al conductor de una «homofobia repugnante» mientras que su pareja ha señalado que el suceso le pilló «con la guardia baja» porque no esperaba que le ocurriese algo así «en una de las mayores ciudades del mundo». Además, han asegurado que no volverán a utilizar el servicio de Uber.
Según relata ITV NEws, un portavoz de la plataforma ha asegurado que «Uber no tolera ninguna forma de discriminación, ya sea por nuestros conductores asociados o hacia nuestros conductores asociados». Asímismo, ha indicado que abrieron una investigación en el momento en que tuvieron conocimiento de «este incidente inaceptable». El conductor, además, ha sido suspendido.",31_agresión_pareja_observatorio_pareja gay
LGTBI,Neutral,Florida legaliza el matrimonio entre homosexuales tras una larga batalla legal,"abc.es
Desde la pasada medianoche las personas del mismo sexo ya pueden contraer matrimonio en Florida . Y numerosas parejas han aprovechado las primeras horas de vigencia de la normativa que así lo permite para acudir a los juzgados a formalizar su unión. Se convierte de este modo en el estado número 36 en legalizar este tipo de parejas.
La incorporación de Florida, con 19,9 millones de habitantes, a la lista de estados de EEUU que permiten las uniones entre parejas homosexuales significa, en términos de población, que el 70 % de esta reside en áreas del país donde el matrimonio gay es aceptado.
Pero no todos los condados tuvieron que esperar a la medianoche local para comenzar a expedir licencias de matrimonio homosexual.
Por ejemplo, en Miami-Dade, el condado más poblado de Florida, la juez Sara Zabel falló que las parejas del mismo sexo no tenían que esperar hasta esa hora para contraer matrimonio como había estipulado un magistrado federal, por lo que la pareja formada por Todd y Jeff Delmay fue la primera en sellar su compromiso en la sala de la magistrada, en Miami.
«Hemos estado esperando doce años este momento», dijo a los medios de comunicación Jeff Delmay, cuyo caso formaba parte de una demanda civil presentada junto con otras nueve parejas homosexuales de Florida.
Los auxiliares judiciales tuvieron una noche movida en los tribunales, sobre todo en el sur del estado, en condados como el de Miami-Dade, Broward y Monroe, emitiendo licencias de matrimonio y celebrando bodas entre personas del mismo sexo.
«¡Ya tenemos reconocidos nuestros derechos desde la medianoche pasada!», declaró a Efe con entusiasmo Juan de Hierro, quien reside en Florida con su pareja y tiene un niño adoptado.
El caso de De Hierro es similar al de muchas otras parejas homosexuales en Florida, ya que contrajeron matrimonio en otros estados pero no contaban con reconocimiento legal en el conocido como «Estado del Sol».
Una de la principales preocupaciones de De Hierro era el bienestar del niño, quien, en caso de fallecimiento del primero, quedaría en parte desprotegido económicamente , ya que el dinero que recibe para su manutención (400 dólares) se perdería, al no contar con el reconocimiento legal de su cónyuge en Florida.
Además, prosiguió el hispano, «ahora por ley nuestros seguros de salud en el trabajo debe incluirnos como esposos, algo que nos ayuda también financieramente».
«No es sólo tener un papel que diga que él es mi esposo, sino poder ir, por ejemplo, a un hospital y decir eso y que la gente lo entienda, que tengamos los mismos beneficios que en otros estados y, si se da el caso, poder entrar en la sala de urgencias con él», añadió.
«Somos dignos de respeto como matrimonio», recalcó y aseguró que «habrá muchas parejas gais de Florida que busquen contraer matrimonio».
Reconoció su asombro ante el rápido desenlace de la lucha de este colectivo contra las leyes estatales que, respaldadas por los votantes en 2008, prohibían el matrimonio entre personas del mismo sexo y definían este como la sola unión entre un hombre y una mujer.
Esta prohibición es ya historia en el estado de Florida desde que el juez federal Robert Hinkle había anulado en agosto pasado el veto a los matrimonios homosexuales por inconstitucional y, en días pasados, señalara que todos los auxiliares judiciales estaban obligados por la Constitución a emitir licencias matrimoniales a todas las parejas gais que lo solicitasen a partir de la medianoche del 5 de enero.
«Hoy es un día monumental y me alegra que fuese el condado de Miami-Dade el primero ayer donde se efectuaron matrimonios» gais. «¡Ya tenemos la igualdad de matrimonio en la Florida!», exclamó feliz a Efe Tony Lima, director ejecutivo de SAVE, organización centrada en la defensa de la comunidad lesbiana, gay, bisexual y transgénero (LGBT).
«Los equipos de abogados que defendíamos en las demandas a las parejas gais que querían legalizar su situación en Florida hemos trabajado muy estrechamente» y eso ha sido clave para el éxito de las reivindicaciones legales de este colectivo, apuntó Lima.
Las televisiones estatales recogieron el momento en que una pareja gay residente en Cayo Hueso (condado de Monroe), en el extremo sur de Florida, Aaron Huntsman y William Lee Jones, contraían matrimonio vestidos de esmoquin en la escalinata de un tribunal de esa ciudad, rodeados de amigos, parientes y una multitud de curiosos que vitoreaban a los novios.
Escenas parecidas se registraron en otros condados, donde se expidieron cerca de un centenar de licencias de matrimonio.",21_matrimonio_supremo_florida_tribunal
LGTBI,Neutral,El matrimonio homosexual ya es una realidad en Florida,"El matrimonio entre personas del mismo sexo ya es una realidad en Florida, donde desde esta medianoche numerosas parejas de lesbianas y gais se han dado el ""sí quiero"" en varios juzgados del estado, el número 36 de EEUU en legalizar este tipo de uniones.
La incorporación de Florida, con 19,9 millones de habitantes, a la lista de estados de EEUU que permiten las uniones entre parejas homosexuales significa, en términos de población, que el 70 % de esta reside en áreas del país donde el matrimonio gay es aceptado.
Pero no todos los condados tuvieron que esperar a la medianoche local para comenzar a expedir licencias de matrimonio homosexual.
Así, en el condado de Miami-Dade, el más poblado de Florida, la jueza Sara Zabel falló que las parejas del mismo sexo no tenían que esperar hasta esa hora para contraer matrimonio como había estipulado un magistrado federal, por lo que la pareja formada por Todd y Jeff Delmay fue la primera en sellar su compromiso en la sala de la magistrada, en Miami.
""Hemos estado esperando doce años este momento"", dijo a los medios de comunicación Jeff Delmay, cuyo caso formaba parte de una demanda civil presentada junto con otras nueve parejas homosexuales de Florida.
Los auxiliares judiciales tuvieron una noche movida en los tribunales, sobre todo en el sur del estado, en condados como el de Miami-Dade, Broward y Monroe, emitiendo licencias de matrimonio y celebrando bodas entre personas del mismo sexo.
""¡Ya tenemos reconocidos nuestros derechos desde la medianoche pasada!"", declaró a Efe con entusiasmo Juan de Hierro, quien reside en Florida con su pareja y tiene un niño adoptado.
El caso de De Hierro es similar al de muchas otras parejas gais radicadas en Florida que contrajeron matrimonio en otros estados, pero no contaban con reconocimiento legal en el conocido como ""Estado del Sol"".
Una de la principales preocupaciones de De Hierro era el bienestar del niño, quien, en caso de fallecimiento del primero, quedaría en parte desprotegido económicamente, ya que el dinero que recibe para su manutención (400 dólares) se perdería, al no contar con el reconocimiento legal de su cónyuge en Florida.
Además, prosiguió el hispano, ""ahora por ley nuestros seguros de salud en el trabajo debe incluirnos como esposos, algo que nos ayuda también financieramente"".
""No es sólo tener un papel que diga que él es mi esposo, sino poder ir, por ejemplo, a un hospital y decir eso y que la gente lo entienda, que tengamos los mismos beneficios que en otros estados y, si se da el caso, poder entrar en la sala de urgencias con él"", añadió.
""Somos dignos de respeto como matrimonio"", recalcó y aseguró que ""habrá muchas parejas gais de Florida que busquen contraer matrimonio"".
""Hoy es un día monumental y me alegra que fuese el condado de Miami-Dade el primero ayer donde se efectuaron matrimonios"" 
Reconoció su asombro ante el rápido desenlace de la lucha de este colectivo contra las leyes estatales que, respaldadas por los votantes en 2008, prohibían el matrimonio entre personas del mismo sexo y definían este como la sola unión entre un hombre y una mujer.
Esta prohibición es ya historia en el estado de Florida desde que el juez federal Robert Hinkle anulara en agosto pasado el veto a los matrimonios homosexuales por inconstitucional y, en días pasados, señalara que todos los auxiliares judiciales estaban obligados por la Constitución a emitir licencias matrimoniales a todas las parejas gais que lo solicitasen a partir de la medianoche de ayer.
""Hoy es un día monumental y me alegra que fuese el condado de Miami-Dade el primero ayer donde se efectuaron matrimonios"" gais. ""¡Ya tenemos la igualdad de matrimonio en la Florida!"", exclamó feliz a Efe Tony Lima, director ejecutivo de SAVE, organización centrada en la defensa de la comunidad lesbiana, gay, bisexual y transgénero (LGBT).
""Los equipos de abogados que defendíamos en las demandas a las parejas gais que querían legalizar su situación en Florida hemos trabajado muy estrechamente"" y eso ha sido clave para el éxito de las reivindicaciones legales de este colectivo, apuntó Lima.
Las televisiones estatales recogieron el momento en que una pareja gay residente en Cayo Hueso (condado de Monroe), en el extremo sur de Florida, Aaron Huntsman y William Lee Jones, contraían matrimonio vestidos de esmoquin en la escalinata de un tribunal de esa ciudad, rodeados de amigos, parientes y una multitud de curiosos que vitoreaban a los novios.
Escenas parecidas se registraron en otros condados, donde se expidieron cerca de un centenar de licencias de matrimonio.",21_matrimonio_supremo_florida_tribunal
LGTBI,Neutral,Legalizan el matrimonio homosexual en Florida,"El matrimonio entre personas del mismo sexo ya es legal en Florida. Desde este martes las parejas están acudiendo a casarse, pero algunos secretarios están negándose a oficiar la ceremonia alegando problemas de conciencia.
Las ceremonias son rápidas y discretas. Las primeras se realizaron al final de la tarde del lunes, tan pronto como se supo que una juez había levantado una orden de restricción emitida por otro magistrado. Seis parejas acudieron a la alcaldía de Coral Gables, una de las ciudades del área metropolitana de Miami, solicitaron una licencia que les fue entregada al instante y firmaron los papeles, formalizando la unión.
""Me siento muy bien. Estoy aliviada y me siento reivindicada"", ha dicho Catherina Pareto, quien ha acudido al municipio junto a Karla Arguello, su pareja desde hace 14 años. ""Al fin nuestra familia no será tratada de manera diferente"", ha dicho Arguello.
La legalización del matrimonio homosexual ""ha otorgado unos derechos a 1.600 personas a las que hasta ahora les habían sido denegados por entidades estatales, gubernamentales. Derechos civiles, de salud, de protección. Mientras no haya derechos para todos siempre habrá un largo camino que recoger"", ha apuntado Heriberto Sosa, director de Coalición Unida, una entidad que aboga por los derechos de los homosexuales y transexuales en Florida.
El matrimonio homosexual no lo ha tenido fácil en Florida. En un referéndum celebrado en 2008 en el estado del sur el 62% de los participantes votó a favor de definir el matrimonio como ""la unión de un hombre con una mujer"". La consulta fue una maniobra de los opositores de las bodas de personas del mismo sexo para forzar su prohibición una vez que ninguna constitución, nacional o estatal, define qué es un matrimonio.
Sin embargo, activistas de los derechos de los homosexuales impugnaron el resultado en los tribunales y la discusión fue escalando peldaños en el sistema judicial estadounidense. Hasta que en octubre del año pasado el Tribunal Supremo decidió que esa definición de matrimonio es inconstitucional y otorgó a los estados la facultad de decidir.
En Florida, las autoridades estatales pidieron a un juez local que suspendiera cualquier decisión al respecto mientras litigaban la legalidad del matrimonio homosexual en otro tribunal. El juez aceptó la solicitud pero este lunes terminó por levantar la prohibición, al agotarse el plazo legal para tomar una decisión sin que el tribunal emitiese un veredicto. En cuestión de horas los secretarios municipales comenzaron a emitir las licencias matrimoniales y a oficiar las ceremonias.
'Ningún notario o secretario puede negarse'
No ha sido una decisión unánime. Si bien en condados más abiertos y tolerantes como Miami Dade, Broward y Monroe (sur de Florida) no ha habido problemas, en el condado de Pasco, al norte del estado, muchos secretarios ha rehusado entregar las licencias y proceder a las bodas.
""Esto es un problema de conciencia. No se puede obligar a nadie a hacer algo que va en contra de sus convicciones religiosas. Y yo no creo en los matrimonios homosexuales y no los voy a casar"", ha enfatizado a un canal de televisión local, Thomas Watson, un funcionario de Pasco.
Esta postura plantea un problema. ""Ningún notario o secretario municipal puede negarse a oficiar una boda civil entre personas del mismo sexo si esa ceremonia es legal. Es su obligación, ésas son sus funciones, para eso está allí"", ha apuntado Sosa.
La Iglesia tampoco acepta las bodas entre personas del mismo sexo. ""La naturaleza conyugal del matrimonio entre un hombre y una mujer ha proporcionado durante milenios las bases para lograr familias estables, lo cual es absolutamente necesario para la prosperidad de los seres humanos"", ha señalado en un comunicado la Conferencia de Obispos Católicos de Florida.",21_matrimonio_supremo_florida_tribunal
LGTBI,Negativo,Uber pide perdón por un conductor que echó del coche a una pareja gay,"Nueva polémica para Uber. La empresa que ofrece a través de una aplicación un coche particular como alternativa al taxi tradicional se ha visto obligada a pedir disculpas después de que uno de sus conductores expulsara del coche a una pajera gay que se estaba besando. El incidente, ocurrido la pasada Nochevieja, tuvo lugar en Londres, según informa ITV News.
""Nos estábamos besando y abrazando cuando, uno o dos minutos después de habernos recogido, el conductor paró el coche y nos dijo que saliésemos del vehículo"", recuerdo uno de los miembros de la pareja, Jordan Sloat, natural de Toronto, Canadá. Al preguntar por qué les estaba echando, según su testimonio, el conductor les espetó: ""Llevo a gais, pero normalmente no se comportan así"".
Just got asked to get out of an @Uber cab for kissing my boyfriend. Flipped my shit.
— Corey (@CoreyBlimey) January 1, 2015
La pareja de Sloat, Corey Watts, de la ciudad galesa de Cardiff, admitió que tras oír este comentario reprochó al propietario del vehículo su ""homofobia repugnante"". Una vez que Watts denunciase los hechos en Twitter, Uber ha suspendido al conductor mientras se investiga lo sucedido.
Sloat comentó también que, tras la reacción del conductor, le preguntó si hubiera actuado igual si la pareja hubiese sido una chica y un chico, pero que en lugar de contestar, salió conduciendo. ""Hasta ahora nunca había sufrido ningún incidente homófobo y no esperas que te pase en una de las ciudades más grandes del mundo, como Londres"", añadió antes de comentar que, en cualquier caso, mantienen sus planes de mudarse en febrero. Watts, sin embargo, aseguró que nunca más cogería un coche de Uber.
Desde la empresa con sede en San Francisco, uno de sus portavoces respondió que ""Uber no tolera ningún tipo de discriminación ya sea por nuestros conductores asociados o hacia nuestros conductores asociados"".
""Hemos abierto una investigación desde el momento en el que nos enteramos de este incidente inaceptable. Pedimos nuestras más sinceras disculpas y seguimos buscando más información"", añade.
Uber, suspendida por orden judicial en España, lleva meses encadenando titulares por las más variadas causas. Bien por las protestas de los taxistas o, tal y como sucedió en noviembre, por las declaraciones de uno de sus vicepresidentes. En ellas, Emil Michael, se lamentaba porque la empresa no había aceptado sus planes para espiar a los periodistas críticos.
Archivado En
- Uber
- Carsharing
- Transporte privado
- Gays
- Apps
- Transporte sostenible
- Comunidad LGTBIQ+
- Consumo colaborativo
- Aplicaciones informáticas
- Coches
- Hábitos consumo
- Homosexualidad
- Vehículos
- Telefonía móvil multimedia
- Orientación sexual
- Consumidores
- Consumo
- Grupos sociales
- Telefonía móvil
- Sexualidad
- Software
- Tecnologías movilidad
- Informática
- Empresas
- Telefonía",31_agresión_pareja_observatorio_pareja gay
LGTBI,Positivo,Por una ley estatal contra la homofobia,"El pasado día 2 de octubre, el Parlament de Cataluña dio luz verde a la ley 11/2014 de 10 de octubre, que tiene como objeto principal ""garantizar los derechos de lesbianas, gais, bisexuales, transgénero e intersexuales y erradicar la homofobia, la bifobia y la transfobia"". Una ley que, como deja claro de forma contundente su largo título, tiene como prioridades garantizar los derechos de las personas LGTBI y atajar la violencia contra este colectivo.
La ley aprobada en Cataluña, pionera en el Estado español y también a nivel mundial, consta de 39 artículos, de los que cabe resaltar como objetivo fundamental: ""La presente tiene por objeto establecer y regular los medios y las medidas para hacer efectivo el derecho a la igualdad y no discriminación por razón de orientación sexual, de identidad de género o expresión de género, en los ámbitos, tanto públicos como privados, sobre los que la Generalitat y los entes locales tienen competencias"". Y esto, como se resalta, tiene que ver en un primer término con todas las etapas de la vida, con todas las áreas de la vida social y con todas las contingencias en el transcurso de la vida.
Como se pone de manifiesto, la norma abarca toda la vida de una persona LGTBI y actúa tanto a nivel público como en el ámbito más privado. Es decir, tiene una perspectiva global e integral a la hora de hacer frente al gravísimo fenómeno de la violencia homófoba que sufrimos.
La aprobación de esta importante herramienta contra la epidemia que supone hoy en día la LGTBIfobia ha sido posible gracias a la unión de todo el movimiento de Cataluña: una unida y constante lucha que ha facilitado que se pudiera romper la negativa de CiU a legislar de forma tan contundente a favor de los derechos de todos, aunque, una vez sacada adelante, la implementación de la misma por parte del Govern está dejando mucho que desear.
El 28 de enero se cumplirán 100 días de su entrada en vigor y esperamos generar la suficiente presión política y social para no permitir que se deje en el olvido.
A nivel estatal, el goteo de agresiones homófobas es constante. En Gandía (Valencia) fueron agredidos dos activistas gais en noviembre ante la inoperancia de la Policía Nacional para gestionar la denuncia. En Madrid, con agresiones continuas denunciadas por las asociaciones, la situación ha creado cierta alarma social por la impunidad con la que actúan los violentos homófobos y la indefensión de las personas víctimas de la discriminación y el odio.
Hasta la fecha, diferentes comunidades autónomas han aprobado leyes para regular los derechos del colectivo, aunque con evidentes carencias. Por ejemplo, el carácter no punitivo de la norma gallega difícilmente podrá hacer frente o erradicar la violencia. O en Andalucía, que aprobó una contundente Ley Integral de Transexualidad, pero que el Gobierno central ha amenazado con recurrir al Tribunal Constitucional por discrepar en algunos artículos.
Por todo ello, es absolutamente necesario elaborar una ley estatal que pueda contar con todos los instrumentos legales y competencias en materia de no discriminación por razón de orientación sexual e identidad de género. Una norma que se dote de mecanismos ágiles, eficaces, contundentes y precisos contra la vulneración de derechos fundamentales y que a la vez regule y garantice de forma integral y completa todos los ámbitos de la vida tanto públicos como privados. Esta ley tiene que ser un antídoto contra la lacra social que supone la homofobia.
Esta ley es necesario elaborarla de la mano de las diferentes entidades y federaciones LGTB del Estado español, una ley estatal contra la LGTBIfobia que marque el principio del fin de la impunidad homófoba.",0_lgtbi_igualdad_ley_diversidad
